,movieId,title,genres,title_short,year
4652,6951,The Cat in the Hat,Children|Comedy,The Cat in the Hat,2003
4654,6953,21 Grams,Crime|Drama|Mystery|Romance|Thriller,21 Grams,2003
4655,6954,The Barbarian Invasions,Comedy|Crime|Drama|Mystery|Romance,The Barbarian Invasions,2003
4657,6958,The Haunted Mansion,Children|Comedy|Fantasy|Horror,The Haunted Mansion,2003
4658,6959,Timeline,Action|Adventure|Sci-Fi,Timeline,2003
4659,6961,Damage,Drama,Damage,1992
4661,6963,Devil's Playground,Documentary,Devil's Playground,2002
4663,6966,Darkman,Action|Crime|Fantasy|Sci-Fi|Thriller,Darkman,1990
4665,6969,Le Dernier Combat,Drama|Sci-Fi,Le Dernier Combat,1983
4666,6970,Desk Set,Comedy|Romance,Desk Set,1957
4668,6973,Final Analysis,Drama|Romance|Thriller,Final Analysis,1992
4669,6974,The Freshman,Comedy|Crime,The Freshman,1990
4670,6975,Funny Games,Drama|Horror|Thriller,Funny Games,1997
4671,6978,Slacker,Comedy|Drama,Slacker,1991
4672,6979,WarGames,Drama|Sci-Fi|Thriller,WarGames,1983
4673,6981,Ordet,Drama,Ordet,1955
4674,6982,Forbidden Games,Drama|War,Forbidden Games,1952
4675,6983,Jane Eyre,Drama|Romance,Jane Eyre,1944
4678,6986,Ben-Hur: A Tale of the Christ,Adventure|Drama|Romance,Ben-Hur: A Tale of the Christ,1925
4679,6987,The Cabinet of Dr. Caligari,Crime|Fantasy|Horror,The Cabinet of Dr. Caligari,1920
4680,6989,Gorky Park,Crime|Drama|Thriller,Gorky Park,1983
4681,6990,The Great Train Robbery,Action|Adventure|Comedy|Crime|Drama,The Great Train Robbery,1978
4682,6992,Guarding Tess,Comedy|Drama,Guarding Tess,1994
4683,6993,Hannah and Her Sisters,Comedy|Drama|Romance,Hannah and Her Sisters,1986
4684,6994,The Hard Way,Action|Comedy,The Hard Way,1991
4685,6996,Highlander II: The Quickening,Action|Sci-Fi,Highlander II: The Quickening,1991
4687,6998,House of Cards,Drama,House of Cards,1993
4688,6999,Housesitter,Comedy|Romance,Housesitter,1992
4689,7000,Hudson Hawk,Action|Adventure|Comedy,Hudson Hawk,1991
4690,7001,Invasion of the Body Snatchers,Horror|Mystery|Sci-Fi|Thriller,Invasion of the Body Snatchers,1978
4691,7004,Kindergarten Cop,Action|Comedy|Crime|Thriller,Kindergarten Cop,1990
4692,7005,King Ralph,Comedy,King Ralph,1991
4693,7007,The Last Boy Scout,Action|Comedy|Crime|Drama|Thriller,The Last Boy Scout,1991
4694,7008,Last Tango in Paris,Drama|Romance,Last Tango in Paris,1972
4695,7009,Lorenzo's Oil,Drama,Lorenzo's Oil,1992
4696,7010,The Lover,Drama|Romance,The Lover,1992
4697,7012,Mr. Destiny,Comedy|Fantasy,Mr. Destiny,1990
4698,7013,The Night of the Hunter,Drama|Film-Noir|Thriller,The Night of the Hunter,1955
4699,7015,Only the Lonely,Comedy|Romance,Only the Lonely,1991
4700,7016,Over the Top,Action|Drama,Over the Top,1987
4701,7017,Passenger 57,Action|Thriller,Passenger 57,1992
4702,7018,Presumed Innocent,Crime|Drama|Thriller,Presumed Innocent,1990
4703,7019,Project X,Comedy|Drama,Project X,1987
4704,7020,Proof,Comedy|Drama|Romance,Proof,1991
4705,7022,Battle Royale,Action|Drama|Horror|Thriller,Battle Royale,2000
4706,7023,The Wedding Banquet,Comedy|Drama|Romance,The Wedding Banquet,1993
4708,7025,A Midnight Clear,Drama|War,A Midnight Clear,1992
4709,7026,Summer School,Comedy,Summer School,1987
4710,7027,Silverado,Action|Western,Silverado,1985
4711,7028,Quick Change,Comedy|Crime,Quick Change,1990
4712,7030,Radio Flyer,Drama,Radio Flyer,1992
4713,7031,The Real McCoy,Action|Crime|Drama|Thriller,The Real McCoy,1993
4714,7032,Revenge,Drama|Romance|Thriller,Revenge,1990
4717,7036,Teen Wolf,Comedy|Fantasy,Teen Wolf,1985
4718,7037,High Heels,Comedy|Drama,High Heels,1991
4719,7038,Things You Can Tell Just by Looking at Her,Drama|Romance,Things You Can Tell Just by Looking at Her,2000
4720,7040,To Live and Die in L.A.,Action|Crime|Drama|Thriller,To Live and Die in L.A.,1985
4721,7041,Trapped in Paradise,Comedy|Crime,Trapped in Paradise,1994
4722,7044,Wild at Heart,Crime|Drama|Mystery|Romance|Thriller,Wild at Heart,1990
4723,7045,The Witches,Children|Fantasy,The Witches,1990
4724,7046,The Witches of Eastwick,Comedy|Fantasy|Horror|Thriller,The Witches of Eastwick,1987
4725,7047,Year of the Dragon,Action|Crime|Drama,Year of the Dragon,1985
4726,7048,Nothing to Lose,Action|Adventure|Comedy|Crime,Nothing to Lose,1997
4732,7054,Little Women,Drama,Little Women,1949
4733,7055,Swing Time,Comedy|Musical|Romance,Swing Time,1936
4734,7056,The Public Enemy,Action|Crime|Drama,The Public Enemy,1931
4735,7057,A Midsummer Night's Dream,Comedy|Fantasy|Romance,A Midsummer Night's Dream,1935
4736,7058,Life with Father,Comedy,Life with Father,1947
4737,7059,National Velvet,Children|Drama,National Velvet,1944
4738,7060,Jesus Christ Superstar,Drama|Musical,Jesus Christ Superstar,1973
4739,7061,Dark Victory,Drama|Romance,Dark Victory,1939
4740,7062,Birdman of Alcatraz,Drama,Birdman of Alcatraz,1962
4742,7064,Beauty and the Beast,Drama|Fantasy,Beauty and the Beast,1946
4743,7065,The Birth of a Nation,Drama|War,The Birth of a Nation,1915
4744,7067,Juliet of the Spirits,Comedy|Drama|Fantasy|Romance,Juliet of the Spirits,1965
4745,7069,Macbeth,Drama,Macbeth,1971
4746,7070,Red River,Action|Adventure|Western,Red River,1948
4747,7071,A Woman Under the Influence,Drama,A Woman Under the Influence,1974
4748,7072,Stagecoach,Action|Drama|Romance|Western,Stagecoach,1939
4749,7073,A Shot in the Dark,Comedy|Crime|Mystery,A Shot in the Dark,1964
4750,7074,The Navigator,Comedy,The Navigator,1924
4751,7075,The Court Jester,Adventure|Comedy|Musical,The Court Jester,1956
4752,7076,Bullitt,Action|Crime|Drama|Thriller,Bullitt,1968
4753,7078,Jezebel,Drama,Jezebel,1938
4754,7079,The Hunchback of Notre Dame,Drama,The Hunchback of Notre Dame,1939
4755,7080,42nd Street,Drama|Musical|Romance,42nd Street,1933
4756,7082,That Touch of Mink,Comedy|Romance,That Touch of Mink,1962
4757,7083,Sweet Dreams,Drama,Sweet Dreams,1985
4758,7084,"Play It Again, Sam",Comedy|Romance,"Play It Again, Sam",1972
4759,7085,Send Me No Flowers,Comedy|Romance,Send Me No Flowers,1964
4760,7086,Pygmalion,Comedy|Drama,Pygmalion,1938
4761,7087,A Passage to India,Adventure|Drama,A Passage to India,1984
4762,7088,Black Orpheus,Drama|Romance,Black Orpheus,1959
4763,7089,Amarcord,Comedy|Drama,Amarcord,1973
4764,7090,Hero,Action|Adventure|Drama,Hero,2002
4767,7093,The Front Page,Comedy,The Front Page,1974
4768,7096,Rivers and Tides,Documentary,Rivers and Tides,2001
4769,7099,Nausicaä of the Valley of the Wind,Adventure|Animation|Drama|Fantasy|Sci-Fi,Nausicaä of the Valley of the Wind,1984
4770,7101,Doc Hollywood,Comedy|Romance,Doc Hollywood,1991
4771,7102,Dragnet,Comedy|Crime|Drama,Dragnet,1987
4772,7103,Madhouse,Comedy,Madhouse,1990
4773,7104,1941,Comedy|War,1941,1979
4774,7107,Foul Play,Comedy|Thriller,Foul Play,1978
4775,7108,Crime Story,Action|Crime|Drama,Crime Story,1993
4777,7114,The Collector,Drama|Horror|Thriller,The Collector,1965
4779,7116,Diabolique,Horror|Mystery|Thriller,Diabolique,1955
4780,7117,Leprechaun,Comedy|Horror,Leprechaun,1993
4782,7121,Adam's Rib,Comedy|Romance,Adam's Rib,1949
4784,7123,Naked Lunch,Drama|Fantasy|Mystery|Sci-Fi,Naked Lunch,1991
4786,7125,Spring Forward,Drama,Spring Forward,1999
4789,7132,A Night at the Opera,Comedy|Musical|Romance,A Night at the Opera,1935
4790,7134,The Element of Crime,Drama|Thriller,The Element of Crime,1984
4791,7137,The Cooler,Comedy|Drama|Romance,The Cooler,2003
4794,7142,Honey,Drama|Romance,Honey,2003
4795,7143,The Last Samurai,Action|Adventure|Drama|War,The Last Samurai,2003
4796,7147,Big Fish,Drama|Fantasy|Romance,Big Fish,2003
4797,7149,Something's Gotta Give,Comedy|Drama|Romance,Something's Gotta Give,2003
4798,7150,Stuck on You,Comedy,Stuck on You,2003
4799,7151,Girl with a Pearl Earring,Drama|Romance,Girl with a Pearl Earring,2003
4800,7153,The Lord of the Rings: The Return of the King,Action|Adventure|Drama|Fantasy,The Lord of the Rings: The Return of the King,2003
4801,7154,Mona Lisa Smile,Drama|Romance,Mona Lisa Smile,2003
4802,7155,Calendar Girls,Comedy,Calendar Girls,2003
4804,7158,House of Sand and Fog,Drama,House of Sand and Fog,2003
4805,7160,Monster,Crime|Drama,Monster,2003
4806,7161,Cheaper by the Dozen,Children|Comedy,Cheaper by the Dozen,2003
4807,7162,Cold Mountain,Drama|Romance|War,Cold Mountain,2003
4808,7163,Paycheck,Action|Sci-Fi|Thriller,Paycheck,2003
4809,7164,Peter Pan,Action|Adventure|Children|Fantasy,Peter Pan,2003
4810,7165,The Company,Drama|Musical,The Company,2003
4811,7167,Japanese Story,Drama,Japanese Story,2003
4812,7169,Chasing Liberty,Comedy|Romance,Chasing Liberty,2004
4813,7171,Aileen: Life and Death of a Serial Killer,Documentary,Aileen: Life and Death of a Serial Killer,2003
4814,7173,Along Came Polly,Comedy|Romance,Along Came Polly,2004
4815,7175,Torque,Action|Crime,Torque,2004
4818,7178,The Great Gatsby,Drama,The Great Gatsby,1974
4819,7179,Wuthering Heights,Drama|Romance,Wuthering Heights,1992
4820,7181,Ship of Fools,Drama,Ship of Fools,1965
4822,7190,Jane Eyre,Drama,Jane Eyre,1970
4823,7191,Blame It on the Bellboy,Comedy,Blame It on the Bellboy,1992
4824,7192,Only the Strong,Action,Only the Strong,1993
4825,7193,The Adventures of Ford Fairlane,Action|Comedy,The Adventures of Ford Fairlane,1990
4826,7202,Beyond Re-Animator,Horror,Beyond Re-Animator,2003
4827,7205,The Wind and the Lion,Adventure,The Wind and the Lion,1975
4828,7206,Mon Oncle,Comedy,Mon Oncle,1958
4829,7208,Dr. Jekyll and Mr. Hyde,Drama|Horror,Dr. Jekyll and Mr. Hyde,1941
4831,7211,People Will Talk,Comedy|Romance,People Will Talk,1951
4832,7212,I Was a Male War Bride,Comedy|Romance,I Was a Male War Bride,1949
4833,7215,To Have and Have Not,Adventure|Drama|Romance|Thriller|War,To Have and Have Not,1944
4835,7217,Dark Passage,Crime|Drama|Film-Noir|Romance|Thriller,Dark Passage,1947
4836,7218,The Ox-Bow Incident,Drama|Western,The Ox-Bow Incident,1943
4838,7222,Reefer Madness,Comedy|Drama,Reefer Madness,1938
4839,7223,D.O.A.,Drama|Film-Noir|Mystery,D.O.A.,1950
4840,7225,Pumping Iron,Documentary,Pumping Iron,1977
4844,7236,A Boy and His Dog,Sci-Fi,A Boy and His Dog,1975
4847,7245,Tormented,Horror|Thriller,Tormented,1960
4848,7247,Chitty Chitty Bang Bang,Adventure|Children|Comedy|Fantasy|Musical,Chitty Chitty Bang Bang,1968
4850,7251,Where the Day Takes You,Drama,Where the Day Takes You,1992
4851,7254,The Butterfly Effect,Drama|Sci-Fi|Thriller,The Butterfly Effect,2004
4852,7255,Win a Date with Tad Hamilton!,Comedy|Romance,Win a Date with Tad Hamilton!,2004
4853,7256,Touching the Void,Adventure|Documentary,Touching the Void,2003
4854,7257,The Big Bounce,Comedy|Crime|Thriller,The Big Bounce,2004
4855,7258,The Perfect Score,Comedy|Crime,The Perfect Score,2004
4856,7259,You Got Served,Drama|Musical,You Got Served,2004
4857,7260,Latter Days,Comedy|Drama|Romance,Latter Days,2003
4858,7261,Barbershop 2: Back in Business,Comedy,Barbershop 2: Back in Business,2004
4859,7262,Catch That Kid,Action|Adventure|Children|Comedy|Crime,Catch That Kid,2004
4860,7263,Miracle,Drama,Miracle,2004
4862,7265,The Dreamers,Drama,The Dreamers,2003
4865,7285,Thirteen,Drama,Thirteen,2003
4866,7292,Best Defense,Comedy|War,Best Defense,1984
4867,7293,50 First Dates,Comedy|Romance,50 First Dates,2004
4868,7294,Welcome to Mooseport,Comedy,Welcome to Mooseport,2004
4869,7297,Kitchen Stories,Comedy|Drama,Kitchen Stories,2003
4870,7299,Monsieur Ibrahim,Drama,Monsieur Ibrahim,2003
4871,7301,Diary of a Country Priest,Drama,Diary of a Country Priest,1951
4872,7302,The Thief of Bagdad,Action|Adventure|Fantasy,The Thief of Bagdad,1924
4873,7303,The Diary of Anne Frank,Drama|War,The Diary of Anne Frank,1959
4875,7305,Black Widow,Crime|Drama|Mystery|Thriller,Black Widow,1987
4876,7306,Herod's Law,Comedy|Crime|Mystery,Herod's Law,2000
4878,7308,King Solomon's Mines,Adventure|Comedy,King Solomon's Mines,1985
4879,7310,Raw Deal,Action,Raw Deal,1986
4880,7311,"Goodbye, Mr. Chips",Drama|Romance,"Goodbye, Mr. Chips",1939
4882,7315,Against the Ropes,Comedy|Drama,Against the Ropes,2004
4883,7316,Confessions of a Teenage Drama Queen,Comedy,Confessions of a Teenage Drama Queen,2004
4884,7317,EuroTrip,Adventure|Comedy,EuroTrip,2004
4885,7318,The Passion of the Christ,Drama,The Passion of the Christ,2004
4886,7319,Club Dread,Comedy|Horror,Club Dread,2004
4887,7320,Dirty Dancing: Havana Nights,Romance,Dirty Dancing: Havana Nights,2004
4888,7321,Twisted,Thriller,Twisted,2004
4890,7324,Hidalgo,Adventure|Drama,Hidalgo,2004
4891,7325,Starsky & Hutch,Action|Comedy|Crime|Thriller,Starsky & Hutch,2004
4892,7326,The Reckoning,Crime|Drama,The Reckoning,2004
4896,7335,Pickup on South Street,Film-Noir,Pickup on South Street,1953
4897,7336,The Damned,Drama|War,The Damned,1969
4898,7340,Just One of the Guys,Comedy,Just One of the Guys,1985
4900,7345,Agent Cody Banks 2: Destination London,Action|Adventure|Children|Comedy,Agent Cody Banks 2: Destination London,2004
4901,7346,The Girl Next Door,Comedy|Romance,The Girl Next Door,2004
4902,7347,Secret Window,Mystery|Thriller,Secret Window,2004
4903,7348,Spartan,Thriller,Spartan,2004
4904,7349,Broken Wings,Drama,Broken Wings,2002
4905,7352,Wilbur Wants to Kill Himself,Comedy|Drama|Romance,Wilbur Wants to Kill Himself,2002
4906,7354,Mad Dog and Glory,Comedy|Drama|Romance,Mad Dog and Glory,1993
4907,7357,Peyton Place,Drama|Romance,Peyton Place,1957
4908,7360,Dawn of the Dead,Action|Drama|Horror|Thriller,Dawn of the Dead,2004
4909,7361,Eternal Sunshine of the Spotless Mind,Drama|Romance|Sci-Fi,Eternal Sunshine of the Spotless Mind,2004
4910,7362,Taking Lives,Crime|Drama|Thriller,Taking Lives,2004
4911,7364,Intermission,Comedy|Crime|Drama,Intermission,2003
4912,7366,Jersey Girl,Comedy|Drama|Romance,Jersey Girl,2004
4913,7367,The Ladykillers,Comedy|Crime,The Ladykillers,2004
4914,7368,Never Die Alone,Crime|Drama|Thriller,Never Die Alone,2004
4915,7369,Scooby-Doo 2: Monsters Unleashed,Action|Adventure|Children|Comedy|Mystery,Scooby-Doo 2: Monsters Unleashed,2004
4916,7371,Dogville,Drama|Mystery|Thriller,Dogville,2003
4917,7372,Ned Kelly,Drama,Ned Kelly,2003
4918,7373,Hellboy,Action|Adventure|Fantasy|Horror,Hellboy,2004
4920,7376,Walking Tall,Action,Walking Tall,2004
4921,7377,The United States of Leland,Crime|Drama,The United States of Leland,2003
4922,7379,The Alamo,Drama|War|Western,The Alamo,2004
4923,7380,Ella Enchanted,Comedy|Fantasy|Romance,Ella Enchanted,2004
4924,7381,The Whole Ten Yards,Action|Comedy|Crime,The Whole Ten Yards,2004
4925,7382,I'm Not Scared,Drama|Mystery|Thriller,I'm Not Scared,2003
4926,7386,The Ten Commandments,Adventure|Drama,The Ten Commandments,1956
4927,7387,Dawn of the Dead,Action|Drama|Horror,Dawn of the Dead,1978
4928,7390,Prey for Rock & Roll,Drama|Musical,Prey for Rock & Roll,2003
4930,7395,Cheaper by the Dozen,Comedy|Drama,Cheaper by the Dozen,1950
4932,7411,Munchies,Comedy|Horror,Munchies,1987
4933,7414,Going in Style,Comedy|Drama,Going in Style,1979
4934,7419,After Hours,Comedy|Thriller,After Hours,1985
4936,7439,The Punisher,Action|Crime|Thriller,The Punisher,2004
4939,7444,13 Going on 30,Comedy|Fantasy|Romance,13 Going on 30,2004
4940,7445,Man on Fire,Action|Crime|Drama|Mystery|Thriller,Man on Fire,2004
4941,7448,Envy,Comedy,Envy,2004
4942,7449,Godsend,Drama|Horror|Thriller,Godsend,2004
4943,7450,Laws of Attraction,Comedy|Romance,Laws of Attraction,2004
4944,7451,Mean Girls,Comedy,Mean Girls,2004
4945,7454,Van Helsing,Action|Adventure|Fantasy|Horror,Van Helsing,2004
4947,7457,Breakin' All the Rules,Comedy|Romance,Breakin' All the Rules,2004
4948,7458,Troy,Action|Adventure|Drama|War,Troy,2004
4949,7459,Carandiru,Crime|Drama,Carandiru,2003
4952,7479,Watch on the Rhine,Drama,Watch on the Rhine,1943
4953,7481,Enemy Mine,Adventure|Drama|Sci-Fi,Enemy Mine,1985
4954,7482,Enter the Dragon,Action|Crime,Enter the Dragon,1973
4955,7486,Happy Together,Drama|Romance,Happy Together,1997
4956,7487,Henry & June,Drama,Henry & June,1990
4958,7493,The Three Faces of Eve,Drama,The Three Faces of Eve,1957
4959,7541,100 Girls,Comedy|Romance,100 Girls,2000
4960,7560,Fail-Safe,Drama|Thriller|War,Fail-Safe,1964
4961,7561,Paperhouse,Fantasy|Horror|Thriller,Paperhouse,1988
4962,7562,Dobermann,Action|Crime,Dobermann,1997
4965,7569,You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,You Only Live Twice,1967
4966,7570,Octopussy,Action|Adventure|Thriller,Octopussy,1983
4967,7572,Wit,Drama,Wit,2001
4968,7573,Never Say Never Again,Action|Adventure|Thriller,Never Say Never Again,1983
4969,7579,Pride and Prejudice,Comedy|Drama|Romance,Pride and Prejudice,1940
4971,7584,Woman of the Year,Comedy|Romance,Woman of the Year,1942
4972,7587,Le Samouraï,Crime|Drama|Thriller,Le Samouraï,1967
4973,7614,Oklahoma!,Musical|Romance|Western,Oklahoma!,1955
4974,7615,Desert Hearts,Drama,Desert Hearts,1985
4975,7616,Body Double,Mystery|Thriller,Body Double,1984
4976,7618,Chaplin,Drama,Chaplin,1992
4977,7619,The Miracle Worker,Drama,The Miracle Worker,1962
4979,7624,School Ties,Drama,School Ties,1992
4980,7636,Raising Cain,Horror|Thriller,Raising Cain,1992
4981,7646,Rose Red,Horror|Mystery|Thriller,Rose Red,2002
4983,7649,Babylon 5: In the Beginning,Adventure|Sci-Fi,Babylon 5: In the Beginning,1998
4984,7650,Witchfinder General,Horror,Witchfinder General,1968
4985,7657,Versus,Action|Comedy|Fantasy|Horror,Versus,2000
4986,7669,Pride and Prejudice,Drama|Romance,Pride and Prejudice,1995
4987,7698,The China Syndrome,Drama|Thriller,The China Syndrome,1979
4988,7700,The Wages of Fear,Action|Adventure|Drama|Thriller,The Wages of Fear,1953
4989,7701,Look Who's Talking Too,Comedy|Romance,Look Who's Talking Too,1990
4990,7702,The Bells of St. Mary's,Drama,The Bells of St. Mary's,1945
4991,7704,The Delta Force,Action,The Delta Force,1986
4992,7705,Pat and Mike,Comedy|Romance,Pat and Mike,1952
4993,7706,Animal Crackers,Comedy|Musical,Animal Crackers,1930
4994,7707,"He Said, She Said",Comedy|Drama|Romance,"He Said, She Said",1991
4995,7708,Bedazzled,Comedy|Fantasy,Bedazzled,1967
4996,7713,Cat People,Drama|Horror|Romance|Thriller,Cat People,1942
4997,7714,Camelot,Drama|Musical|Romance,Camelot,1967
4999,7720,The Four Musketeers,Action|Adventure|Comedy|Romance,The Four Musketeers,1974
5000,7727,Protocol,Comedy,Protocol,1984
5001,7728,The Postman Always Rings Twice,Crime|Drama|Film-Noir|Thriller,The Postman Always Rings Twice,1946
5002,7730,Matinee,Comedy|Drama,Matinee,1993
5003,7742,Baxter,Drama|Horror,Baxter,1989
5004,7743,Explorers,Adventure|Children|Sci-Fi,Explorers,1985
5005,7745,The Scent of Green Papaya,Drama,The Scent of Green Papaya,1993
5007,7749,Weekend,Drama,Weekend,1967
5010,7757,Jason and the Argonauts,Action|Adventure|Fantasy,Jason and the Argonauts,1963
5012,7766,Throne of Blood,Action|Drama|Thriller|War,Throne of Blood,1957
5013,7767,The Best of Youth,Drama,The Best of Youth,2003
5016,7781,Twister,Comedy,Twister,1990
5017,7782,Sniper,Action|Drama,Sniper,1993
5018,7786,Genghis Blues,Documentary,Genghis Blues,1999
5021,7802,The Warriors,Action|Adventure|Crime|Thriller,The Warriors,1979
5022,7810,Babylon 5: A Call to Arms,Adventure|Sci-Fi,Babylon 5: A Call to Arms,1999
5023,7811,Babylon 5: The River of Souls,Drama|Sci-Fi,Babylon 5: The River of Souls,1998
5024,7812,Babylon 5: Thirdspace,Drama|Sci-Fi,Babylon 5: Thirdspace,1998
5025,7815,True Stories,Comedy|Musical,True Stories,1986
5026,7820,The Virgin Spring,Crime|Drama,The Virgin Spring,1960
5027,7822,Mogambo,Adventure|Drama|Romance,Mogambo,1953
5028,7826,The Secret Life of Walter Mitty,Comedy|Romance|Thriller,The Secret Life of Walter Mitty,1947
5029,7831,Another Thin Man,Comedy|Crime|Drama|Mystery|Romance,Another Thin Man,1939
5030,7832,The Thin Man Goes Home,Comedy|Crime|Mystery,The Thin Man Goes Home,1945
5031,7833,Shadow of the Thin Man,Comedy|Crime|Mystery,Shadow of the Thin Man,1941
5032,7834,After the Thin Man,Comedy|Crime|Mystery|Romance,After the Thin Man,1936
5033,7835,Song of the Thin Man,Comedy|Crime|Drama|Musical|Mystery|Romance,Song of the Thin Man,1947
5035,7840,Gunga Din,Adventure|Comedy|War,Gunga Din,1939
5037,7842,Dune,Drama|Fantasy|Sci-Fi,Dune,2000
5038,7843,Lammbock,Comedy,Lammbock,2001
5041,7846,Tremors 3: Back to Perfection,Comedy|Horror|Sci-Fi,Tremors 3: Back to Perfection,2001
5044,7883,I Walked with a Zombie,Drama|Horror,I Walked with a Zombie,1943
5046,7888,How to Succeed in Business Without Really Trying,Comedy|Musical,How to Succeed in Business Without Really Trying,1967
5048,7891,The Last Man on Earth,Drama|Horror|Sci-Fi,The Last Man on Earth,1964
5051,7896,Ride the High Country,Adventure|Drama|Western,Ride the High Country,1962
5053,7900,Frankenstein Must Be Destroyed,Drama|Horror|Sci-Fi,Frankenstein Must Be Destroyed,1969
5054,7916,Gidget,Comedy,Gidget,1959
5056,7924,Stray Dog,Drama|Film-Noir|Thriller,Stray Dog,1949
5057,7925,The Hidden Fortress,Action|Adventure,The Hidden Fortress,1958
5058,7926,High and Low,Crime|Drama|Film-Noir|Thriller,High and Low,1963
5059,7930,The People Under the Stairs,Horror|Mystery|Thriller,The People Under the Stairs,1991
5061,7934,Zelig,Comedy,Zelig,1983
5062,7936,Shame,Drama|War,Shame,1968
5063,7937,The Silence,Drama,The Silence,1963
5065,7939,Through a Glass Darkly,Drama,Through a Glass Darkly,1961
5066,7940,The Magician,Drama,The Magician,1958
5067,7943,The Killers,Crime|Film-Noir,The Killers,1946
5068,7944,The Night of the Iguana,Drama|Thriller,The Night of the Iguana,1964
5069,7951,Nightbreed,Fantasy|Horror,Nightbreed,1990
5070,7976,Ken Park,Drama,Ken Park,2002
5072,7980,A Bridge Too Far,Action|Drama|War,A Bridge Too Far,1977
5073,7981,Infernal Affairs,Crime|Drama|Thriller,Infernal Affairs,2002
5074,7982,A Tale of Two Sisters,Drama|Horror|Mystery|Thriller,A Tale of Two Sisters,2003
5075,7983,Broadway Danny Rose,Comedy,Broadway Danny Rose,1984
5076,7984,From Beyond,Horror|Sci-Fi,From Beyond,1986
5077,7986,Robot Jox,Sci-Fi,Robot Jox,1990
5078,7987,Dolls,Horror,Dolls,1987
5079,7988,Space Truckers,Comedy|Sci-Fi,Space Truckers,1996
5080,7991,Death Race 2000,Action|Sci-Fi,Death Race 2000,1975
5082,8008,Brigadoon,Fantasy|Musical|Romance,Brigadoon,1954
5083,8010,The Power of One,Drama,The Power of One,1992
5084,8011,The Weather Underground,Documentary,The Weather Underground,2002
5085,8012,Kikujiro,Comedy|Drama,Kikujiro,1999
5086,8014,"Spring, Summer, Fall, Winter... and Spring",Drama,"Spring, Summer, Fall, Winter... and Spring",2003
5088,8016,The Getaway,Action|Crime|Drama|Thriller,The Getaway,1972
5089,8019,Dark Water,Drama|Horror|Mystery|Thriller,Dark Water,2002
5090,8024,The Thing Called Love,Comedy|Drama|Romance,The Thing Called Love,1993
5091,8025,The Thief,Drama,The Thief,1997
5092,8033,How to Steal a Million,Comedy|Crime|Romance,How to Steal a Million,1966
5093,8035,The Stendhal Syndrome,Crime|Horror|Thriller,The Stendhal Syndrome,1996
5094,8042,Mean Streets,Crime|Drama,Mean Streets,1973
5095,8043,Jack the Bear,Comedy|Drama,Jack the Bear,1993
5096,8044,I Am a Fugitive from a Chain Gang,Crime|Drama|Film-Noir,I Am a Fugitive from a Chain Gang,1932
5097,8045,Hamburger Hill,Action|Drama|War,Hamburger Hill,1987
5098,8057,Sweet Bird of Youth,Drama,Sweet Bird of Youth,1962
5099,8092,Frankenstein Unbound,Drama|Horror|Sci-Fi,Frankenstein Unbound,1990
5100,8093,Shiri,Action|Drama|Romance|Thriller,Shiri,1999
5101,8094,Bad Day at Black Rock,Drama|Thriller|Western,Bad Day at Black Rock,1955
5102,8117,In China They Eat Dogs,Action|Comedy,In China They Eat Dogs,1999
5104,8119,Crossroads,Drama,Crossroads,1986
5105,8121,Seducing Doctor Lewis,Comedy,Seducing Doctor Lewis,2003
5106,8125,Sunrise: A Song of Two Humans,Drama|Romance,Sunrise: A Song of Two Humans,1927
5107,8126,Shock Corridor,Drama,Shock Corridor,1963
5108,8128,Au revoir les enfants,Drama,Au revoir les enfants,1987
5110,8132,Gladiator,Action|Drama,Gladiator,1992
5112,8137,The Wasp Woman,Horror|Sci-Fi,The Wasp Woman,1959
5116,8147,Charly,Drama|Sci-Fi,Charly,1968
5117,8153,Lust for Life,Drama,Lust for Life,1956
5120,8158,Rush,Crime|Drama,Rush,1991
5121,8167,Captain Blood,Action|Adventure|Romance,Captain Blood,1935
5124,8188,Sansho the Bailiff,Drama,Sansho the Bailiff,1954
5126,8190,The Americanization of Emily,Comedy|Drama|War,The Americanization of Emily,1964
5127,8191,Anne of the Thousand Days,Drama,Anne of the Thousand Days,1969
5131,8199,Ugetsu,Drama|Thriller,Ugetsu,1953
5132,8207,The Day of the Jackal,Crime|Thriller,The Day of the Jackal,1973
5133,8225,Night of the Living Dead,Horror,Night of the Living Dead,1990
5134,8228,The Maltese Falcon,Mystery,The Maltese Falcon,1931
5136,8235,Safety Last!,Action|Comedy|Romance,Safety Last!,1923
5137,8236,While the City Sleeps,Drama|Film-Noir,While the City Sleeps,1956
5140,8241,Masterminds,Action|Comedy|Thriller,Masterminds,1997
5142,8254,Arizona Dream,Comedy|Drama|Fantasy|Romance,Arizona Dream,1993
5143,8261,3 Women,Drama,3 Women,1977
5144,8264,Grey Gardens,Documentary,Grey Gardens,1975
5145,8266,Purple Rain,Drama|Musical,Purple Rain,1984
5146,8268,Point of No Return,Action|Thriller,Point of No Return,1993
5147,8270,The Hairdresser's Husband,Comedy|Drama|Romance,The Hairdresser's Husband,1990
5148,8275,College,Comedy,College,1927
5150,8293,Used People,Comedy|Drama,Used People,1992
5151,8302,The Front Page,Comedy|Drama|Romance,The Front Page,1931
5152,8327,Dolls,Drama|Romance,Dolls,2002
